Cow no,Weight(kg),Increase Weight,Total Feed(kg),Corn(ভুট্টা)(kg),Khail(খৈল)(kg),Khor(খর)(kg),Green Grass(kg),Sailase(সাইলেস)(kg),Wheat Husk(kg),Madicine,Water,Current,Coil,Worker,Total cost(tk),Milk(Ltr.),kids income,kids cost,Milk Income,Milk Revenue,Kids Revenue,Total_Revenue,profit
422,379,379.1232,11.37,2.274,26.0108,25.644,2.8425,1.137,2.274,30,6.66,3.33,10,66,2069.2361,9.475,49.01960784,13.7254902,663.25,-1405.9861,35.29411765,-1370.691982,0
423,278,278.1232,8.34,1.668,26.134,25.7672,2.085,0.834,1.668,30,6.66,3.33,10,66,2033.3474,6.95,49.01960784,13.7254902,486.5,-1546.8474,35.29411765,-1511.553282,0
424,378,378.1232,11.34,2.268,26.2572,25.8904,2.835,1.134,2.268,30,6.66,3.33,10,66,2085.7982,9.45,49.01960784,13.7254902,661.5,-1424.2982,35.29411765,-1389.004082,0
425,380,380.1232,11.4,2.28,26.3804,26.0136,2.85,1.14,2.28,30,6.66,3.33,10,66,2095.178,9.5,49.01960784,13.7254902,665,-1430.178,35.29411765,-1394.883882,0
426,277,277.1232,8.31,1.662,26.5036,26.1368,2.0775,0.831,1.662,30,6.66,3.33,10,66,2058.4103,6.925,49.01960784,13.7254902,484.75,-1573.6603,35.29411765,-1538.366182,0
427,437,437.1232,13.11,2.622,26.6268,26.26,3.2775,1.311,2.622,30,6.66,3.33,10,66,2137.2311,10.925,49.01960784,13.7254902,764.75,-1372.4811,35.29411765,-1337.186982,0
428,382,382.1232,11.46,2.292,26.75,26.3832,2.865,1.146,2.292,30,6.66,3.33,10,66,2121.5594,9.55,49.01960784,13.7254902,668.5,-1453.0594,35.29411765,-1417.765282,0
429,276,276.1232,8.28,1.656,26.8732,26.5064,2.07,0.828,1.656,30,6.66,3.33,10,66,2083.4732,6.9,49.01960784,13.7254902,483,-1600.4732,35.29411765,-1565.179082,0
430,513,513.1232,15.39,3.078,26.9964,26.6296,3.8475,1.539,3.078,30,6.66,3.33,10,66,2196.1355,12.825,49.01960784,13.7254902,897.75,-1298.3855,35.29411765,-1263.091382,0
431,436,436.1232,13.08,2.616,27.1196,26.7528,3.27,1.308,2.616,30,6.66,3.33,10,66,2170.7948,10.9,49.01960784,13.7254902,763,-1407.7948,35.29411765,-1372.500682,0
432,381,381.1232,11.43,2.286,27.2428,26.876,2.8575,1.143,2.286,30,6.66,3.33,10,66,2155.1231,9.525,49.01960784,13.7254902,666.75,-1488.3731,35.29411765,-1453.078982,0
433,275,275.1232,8.25,1.65,27.366,26.9992,2.0625,0.825,1.65,30,6.66,3.33,10,66,2117.0369,6.875,49.01960784,13.7254902,481.25,-1635.7869,35.29411765,-1600.492782,0
434,330,330.1232,9.9,1.98,27.4892,27.1224,2.475,0.99,1.98,30,6.66,3.33,10,66,2149.7102,8.25,49.01960784,13.7254902,577.5,-1572.2102,35.29411765,-1536.916082,0
435,382,382.1232,11.46,2.292,27.6124,27.2456,2.865,1.146,2.292,30,6.66,3.33,10,66,2181.065,9.55,49.01960784,13.7254902,668.5,-1512.565,35.29411765,-1477.270882,0
436,274,274.1232,8.22,1.644,27.7356,27.3688,2.055,0.822,1.644,30,6.66,3.33,10,66,2142.0998,6.85,49.01960784,13.7254902,479.5,-1662.5998,35.29411765,-1627.305682,0
437,329,329.1232,9.87,1.974,27.8588,27.492,2.4675,0.987,1.974,30,6.66,3.33,10,66,2174.7731,8.225,49.01960784,13.7254902,575.75,-1599.0231,35.29411765,-1563.728982,0
438,383,383.1232,11.49,2.298,27.982,27.6152,2.8725,1.149,2.298,30,6.66,3.33,10,66,2207.0069,9.575,49.01960784,13.7254902,670.25,-1536.7569,35.29411765,-1501.462782,0
439,273,273.1232,8.19,1.638,28.1052,27.7384,2.0475,0.819,1.638,30,6.66,3.33,10,66,2167.1627,6.825,49.01960784,13.7254902,477.75,-1689.4127,35.29411765,-1654.118582,0
440,328,328.1232,9.84,1.968,28.2284,27.8616,2.46,0.984,1.968,30,6.66,3.33,10,66,2199.836,8.2,49.01960784,13.7254902,574,-1625.836,35.29411765,-1590.541882,0
441,384,384.1232,11.52,2.304,28.3516,27.9848,2.88,1.152,2.304,30,6.66,3.33,10,66,2232.9488,9.6,49.01960784,13.7254902,672,-1560.9488,35.29411765,-1525.654682,0
442,272,272.1232,8.16,1.632,28.4748,28.108,2.04,0.816,1.632,30,6.66,3.33,10,66,2192.2256,6.8,49.01960784,13.7254902,476,-1716.2256,35.29411765,-1680.931482,0
443,327,327.1232,9.81,1.962,28.598,28.2312,2.4525,0.981,1.962,30,6.66,3.33,10,66,2224.8989,8.175,49.01960784,13.7254902,572.25,-1652.6489,35.29411765,-1617.354782,0
444,271,271.1232,8.13,1.626,28.7212,28.3544,2.0325,0.813,1.626,30,6.66,3.33,10,66,2208.7877,6.775,49.01960784,13.7254902,474.25,-1734.5377,35.29411765,-1699.243582,0
445,385,385.1232,11.55,2.31,28.8444,28.4776,2.8875,1.155,2.31,30,6.66,3.33,10,66,2267.3915,9.625,49.01960784,13.7254902,673.75,-1593.6415,35.29411765,-1558.347382,0
446,326,326.1232,9.78,1.956,28.9676,28.6008,2.445,0.978,1.956,30,6.66,3.33,10,66,2249.9618,8.15,49.01960784,13.7254902,570.5,-1679.4618,35.29411765,-1644.167682,0
447,270,270.1232,8.1,1.62,29.0908,28.724,2.025,0.81,1.62,30,6.66,3.33,10,66,2233.8506,6.75,49.01960784,13.7254902,472.5,-1761.3506,35.29411765,-1726.056482,0
448,385,385.1232,11.55,2.31,29.214,28.8472,2.8875,1.155,2.31,30,6.66,3.33,10,66,2292.8939,9.625,49.01960784,13.7254902,673.75,-1619.1439,35.29411765,-1583.849782,0
449,326,326.1232,9.78,1.956,29.3372,28.9704,2.445,0.978,1.956,30,6.66,3.33,10,66,2275.4642,8.15,49.01960784,13.7254902,570.5,-1704.9642,35.29411765,-1669.670082,0
450,270,270.1232,8.1,1.62,29.4604,29.0936,2.025,0.81,1.62,30,6.66,3.33,10,66,2259.353,6.75,49.01960784,13.7254902,472.5,-1786.853,35.29411765,-1751.558882,0
451,386,386.1232,11.58,2.316,29.5836,29.2168,2.895,1.158,2.316,30,6.66,3.33,10,66,2318.8358,9.65,49.01960784,13.7254902,675.5,-1643.3358,35.29411765,-1608.041682,0
452,325,325.1232,9.75,1.95,29.7068,29.34,2.4375,0.975,1.95,30,6.66,3.33,10,66,2300.5271,8.125,49.01960784,13.7254902,568.75,-1731.7771,35.29411765,-1696.482982,0
453,269,269.1232,8.07,1.614,29.83,29.4632,2.0175,0.807,1.614,30,6.66,3.33,10,66,2284.4159,6.725,49.01960784,13.7254902,470.75,-1813.6659,35.29411765,-1778.371782,0
454,287,287.1232,8.61,1.722,29.9532,29.5864,2.1525,0.861,1.722,30,6.66,3.33,10,66,2300.8277,7.175,49.01960784,13.7254902,502.25,-1798.5777,35.29411765,-1763.283582,0
455,386,386.1232,11.58,2.316,30.0764,29.7096,2.895,1.158,2.316,30,6.66,3.33,10,66,2352.839,9.65,49.01960784,13.7254902,675.5,-1677.339,35.29411765,-1642.044882,0
456,257,257.1232,7.71,1.542,30.1996,29.8328,1.9275,0.771,1.542,30,6.66,3.33,10,66,2304.6443,6.425,49.01960784,13.7254902,449.75,-1854.8943,35.29411765,-1819.600182,0
457,286,286.1232,8.58,1.716,30.3228,29.956,2.145,0.858,1.716,30,6.66,3.33,10,66,2325.8906,7.15,49.01960784,13.7254902,500.5,-1825.3906,35.29411765,-1790.096482,0
458,387,387.1232,11.61,2.322,30.446,30.0792,2.9025,1.161,2.322,30,6.66,3.33,10,66,2378.7809,9.675,49.01960784,13.7254902,677.25,-1701.5309,35.29411765,-1666.236782,0
459,248,248.1232,7.44,1.488,30.5692,30.2024,1.86,0.744,1.488,30,6.66,3.33,10,66,2326.1912,6.2,49.01960784,13.7254902,434,-1892.1912,35.29411765,-1856.897082,0
460,256,256.1232,7.68,1.536,30.6924,30.3256,1.92,0.768,1.536,30,6.66,3.33,10,66,2338.208,6.4,49.01960784,13.7254902,448,-1890.208,35.29411765,-1854.913882,0
461,388,388.1232,11.64,2.328,30.8156,30.4488,2.91,1.164,2.328,30,6.66,3.33,10,66,2404.7228,9.7,49.01960784,13.7254902,679,-1725.7228,35.29411765,-1690.428682,0
462,337,337.1232,10.11,2.022,30.9388,30.572,2.5275,1.011,2.022,30,6.66,3.33,10,66,2390.8091,8.425,49.01960784,13.7254902,589.75,-1801.0591,35.29411765,-1765.764982,0
463,285,285.1232,8.55,1.71,31.062,30.6952,2.1375,0.855,1.71,30,6.66,3.33,10,66,2376.4559,7.125,49.01960784,13.7254902,498.75,-1877.7059,35.29411765,-1842.411782,0
464,388,388.1232,11.64,2.328,31.1852,30.8184,2.91,1.164,2.328,30,6.66,3.33,10,66,2430.2252,9.7,49.01960784,13.7254902,679,-1751.2252,35.29411765,-1715.931082,0
465,336,336.1232,10.08,2.016,31.3084,30.9416,2.52,1.008,2.016,30,6.66,3.33,10,66,2415.872,8.4,49.01960784,13.7254902,588,-1827.872,35.29411765,-1792.577882,0
466,284,284.1232,8.52,1.704,31.4316,31.0648,2.13,0.852,1.704,30,6.66,3.33,10,66,2401.5188,7.1,49.01960784,13.7254902,497,-1904.5188,35.29411765,-1869.224682,0
467,389,389.1232,11.67,2.334,31.5548,31.188,2.9175,1.167,2.334,30,6.66,3.33,10,66,2456.1671,9.725,49.01960784,13.7254902,680.75,-1775.4171,35.29411765,-1740.122982,0
468,335,335.1232,10.05,2.01,31.678,31.3112,2.5125,1.005,2.01,30,6.66,3.33,10,66,2440.9349,8.375,49.01960784,13.7254902,586.25,-1854.6849,35.29411765,-1819.390782,0
469,283,283.1232,8.49,1.698,31.8012,31.4344,2.1225,0.849,1.698,30,6.66,3.33,10,66,2426.5817,7.075,49.01960784,13.7254902,495.25,-1931.3317,35.29411765,-1896.037582,0
470,390,390.1232,11.7,2.34,31.9244,31.5576,2.925,1.17,2.34,30,6.66,3.33,10,66,2482.109,9.75,49.01960784,13.7254902,682.5,-1799.609,35.29411765,-1764.314882,0
471,334,334.1232,10.02,2.004,32.0476,31.6808,2.505,1.002,2.004,30,6.66,3.33,10,66,2465.9978,8.35,49.01960784,13.7254902,584.5,-1881.4978,35.29411765,-1846.203682,0
472,282,282.1232,8.46,1.692,32.1708,31.804,2.115,0.846,1.692,30,6.66,3.33,10,66,2451.6446,7.05,49.01960784,13.7254902,493.5,-1958.1446,35.29411765,-1922.850482,0
473,391,391.1232,11.73,2.346,32.294,31.9272,2.9325,1.173,2.346,30,6.66,3.33,10,66,2508.0509,9.775,49.01960784,13.7254902,684.25,-1823.8009,35.29411765,-1788.506782,0
474,333,333.1232,9.99,1.998,32.4172,32.0504,2.4975,0.999,1.998,30,6.66,3.33,10,66,2491.0607,8.325,49.01960784,13.7254902,582.75,-1908.3107,35.29411765,-1873.016582,0
475,281,281.1232,8.43,1.686,32.5404,32.1736,2.1075,0.843,1.686,30,6.66,3.33,10,66,2476.7075,7.025,49.01960784,13.7254902,491.75,-1984.9575,35.29411765,-1949.663382,0
476,392,392.1232,11.76,2.352,32.6636,32.2968,2.94,1.176,2.352,30,6.66,3.33,10,66,2533.9928,9.8,49.01960784,13.7254902,686,-1847.9928,35.29411765,-1812.698682,0
477,332,332.1232,9.96,1.992,32.7868,32.42,2.49,0.996,1.992,30,6.66,3.33,10,66,2516.1236,8.3,49.01960784,13.7254902,581,-1935.1236,35.29411765,-1899.829482,0
478,280,280.1232,8.4,1.68,32.91,32.5432,2.1,0.84,1.68,30,6.66,3.33,10,66,2501.7704,7,49.01960784,13.7254902,490,-2011.7704,35.29411765,-1976.476282,0
479,393,393.1232,11.79,2.358,33.0332,32.6664,2.9475,1.179,2.358,30,6.66,3.33,10,66,2559.9347,9.825,49.01960784,13.7254902,687.75,-1872.1847,35.29411765,-1836.890582,0
480,331,331.1232,9.93,1.986,33.1564,32.7896,2.4825,0.993,1.986,30,6.66,3.33,10,66,2541.1865,8.275,49.01960784,13.7254902,579.25,-1961.9365,35.29411765,-1926.642382,0
481,279,279.1232,8.37,1.674,33.2796,32.9128,2.0925,0.837,1.674,30,6.66,3.33,10,66,2526.8333,6.975,49.01960784,13.7254902,488.25,-2038.5833,35.29411765,-2003.289182,0
482,392,392.1232,11.76,2.352,33.4028,33.036,2.94,1.176,2.352,30,6.66,3.33,10,66,2584.9976,9.8,49.01960784,13.7254902,686,-1898.9976,35.29411765,-1863.703482,0
483,330,330.1232,9.9,1.98,33.526,33.1592,2.475,0.99,1.98,30,6.66,3.33,10,66,2566.2494,8.25,49.01960784,13.7254902,577.5,-1988.7494,35.29411765,-1953.455282,0
484,278,278.1232,8.34,1.668,33.6492,33.2824,2.085,0.834,1.668,30,6.66,3.33,10,66,2551.8962,6.95,49.01960784,13.7254902,486.5,-2065.3962,35.29411765,-2030.102082,0
485,393,393.1232,11.79,2.358,33.7724,33.4056,2.9475,1.179,2.358,30,6.66,3.33,10,66,2610.9395,9.825,49.01960784,13.7254902,687.75,-1923.1895,35.29411765,-1887.895382,0
486,329,329.1232,9.87,1.974,33.8956,33.5288,2.4675,0.987,1.974,30,6.66,3.33,10,66,2591.3123,8.225,49.01960784,13.7254902,575.75,-2015.5623,35.29411765,-1980.268182,0
487,277,277.1232,8.31,1.662,34.0188,33.652,2.0775,0.831,1.662,30,6.66,3.33,10,66,2576.9591,6.925,49.01960784,13.7254902,484.75,-2092.2091,35.29411765,-2056.914982,0
488,394,394.1232,11.82,2.364,34.142,33.7752,2.955,1.182,2.364,30,6.66,3.33,10,66,2636.8814,9.85,49.01960784,13.7254902,689.5,-1947.3814,35.29411765,-1912.087282,0
489,328,328.1232,9.84,1.968,34.2652,33.8984,2.46,0.984,1.968,30,6.66,3.33,10,66,2616.3752,8.2,49.01960784,13.7254902,574,-2042.3752,35.29411765,-2007.081082,0
490,276,276.1232,8.28,1.656,34.3884,34.0216,2.07,0.828,1.656,30,6.66,3.33,10,66,2602.022,6.9,49.01960784,13.7254902,483,-2119.022,35.29411765,-2083.727882,0
491,393,393.1232,11.79,2.358,34.5116,34.1448,2.9475,1.179,2.358,30,6.66,3.33,10,66,2661.9443,9.825,49.01960784,13.7254902,687.75,-1974.1943,35.29411765,-1938.900182,0
492,327,327.1232,9.81,1.962,34.6348,34.268,2.4525,0.981,1.962,30,6.66,3.33,10,66,2641.4381,8.175,49.01960784,13.7254902,572.25,-2069.1881,35.29411765,-2033.893982,0
493,275,275.1232,8.25,1.65,34.758,34.3912,2.0625,0.825,1.65,30,6.66,3.33,10,66,2627.0849,6.875,49.01960784,13.7254902,481.25,-2145.8349,35.29411765,-2110.540782,0
494,394,394.1232,11.82,2.364,34.8812,34.5144,2.955,1.182,2.364,30,6.66,3.33,10,66,2687.8862,9.85,49.01960784,13.7254902,689.5,-1998.3862,35.29411765,-1963.092082,0
495,326,326.1232,9.78,1.956,35.0044,34.6376,2.445,0.978,1.956,30,6.66,3.33,10,66,2666.501,8.15,49.01960784,13.7254902,570.5,-2096.001,35.29411765,-2060.706882,0
496,274,274.1232,8.22,1.644,35.1276,34.7608,2.055,0.822,1.644,30,6.66,3.33,10,66,2652.1478,6.85,49.01960784,13.7254902,479.5,-2172.6478,35.29411765,-2137.353682,0
497,395,395.1232,11.85,2.37,35.2508,34.884,2.9625,1.185,2.37,30,6.66,3.33,10,66,2713.8281,9.875,49.01960784,13.7254902,691.25,-2022.5781,35.29411765,-1987.283982,0
498,325,325.1232,9.75,1.95,35.374,35.0072,2.4375,0.975,1.95,30,6.66,3.33,10,66,2691.5639,8.125,49.01960784,13.7254902,568.75,-2122.8139,35.29411765,-2087.519782,0
499,273,273.1232,8.19,1.638,35.4972,35.1304,2.0475,0.819,1.638,30,6.66,3.33,10,66,2677.2107,6.825,49.01960784,13.7254902,477.75,-2199.4607,35.29411765,-2164.166582,0
500,396,396.1232,11.88,2.376,35.6204,35.2536,2.97,1.188,2.376,30,6.66,3.33,10,66,2739.77,9.9,49.01960784,13.7254902,693,-2046.77,35.29411765,-2011.475882,0
501,389,389.1232,11.67,2.334,1.4004,0.9336,2.9175,1.167,2.334,30,6.66,3.33,10,66,373.3135,9.725,49.01960784,13.7254902,680.75,307.4365,35.29411765,342.7306176,1
502,302,25.519,1.27595,30.6228,1.78633,66.09421,2.29671,27.56052,13.78026,179.14338,2.04152,26.53976,5.02775,241.332,22,12,5,3,80,693.29267,14.496,1014.72,1
503,308,26.026,1.3013,31.2312,1.82182,67.40734,2.34234,28.10808,14.05404,182.70252,2.08208,27.06704,4.6013968,220.8670464,22,12,5,3,80,679.3832264,14.784,1034.88,1
504,312,26.364,1.3182,31.6368,1.84548,68.28276,2.37276,28.47312,14.23656,185.07528,2.10912,27.41856,4.6611552,223.7354496,22,12,5,3,80,686.6219696,14.976,1048.32,1
505,316,26.702,1.3351,32.0424,1.86914,69.15818,2.40318,28.83816,14.41908,187.44804,2.13616,27.77008,4.7209136,226.6038528,22,12,5,3,80,693.8607128,15.168,1061.76,1
506,345,29.1525,1.457625,34.983,2.040675,75.504975,2.623725,31.4847,15.74235,204.65055,2.3322,30.3186,5.154162,247.399776,22,12,5,3,80,746.341601,16.56,1159.2,1
507,311,26.2795,1.313975,31.5354,1.839565,68.063905,2.365155,28.38186,14.19093,184.48209,2.10236,27.33068,4.6462156,223.0183488,22,12,5,3,80,684.8122838,14.928,1044.96,1
508,325,27.4625,1.373125,32.955,1.922375,71.127875,2.471625,29.6595,14.82975,192.78675,2.197,28.561,4.85537,233.05776,22,12,5,3,80,710.147885,15.6,1092,1
509,327,27.6315,1.381575,33.1578,1.934205,71.565585,2.486835,29.84202,14.92101,193.97313,2.21052,28.73676,4.8852492,234.4919616,22,12,5,3,80,713.7672566,15.696,1098.72,1
510,328,27.716,1.3858,33.2592,1.94012,71.78444,2.49444,29.93328,14.96664,194.56632,2.21728,28.82464,4.9001888,235.2090624,22,12,5,3,80,715.5769424,15.744,1102.08,1
511,318,26.871,1.34355,32.2452,1.88097,69.59589,2.41839,29.02068,14.51034,188.63442,2.14968,27.94584,4.7507928,228.0380544,22,12,5,3,80,697.4800844,15.264,1068.48,1
512,316,26.702,1.3351,32.0424,1.86914,69.15818,2.40318,28.83816,14.41908,187.44804,2.13616,27.77008,4.7209136,226.6038528,22,12,5,3,80,693.8607128,15.168,1061.76,1
513,314,26.533,1.32665,31.8396,1.85731,68.72047,2.38797,28.65564,14.32782,186.26166,2.12264,27.59432,4.6910344,225.1696512,22,12,5,3,80,690.2413412,15.072,1055.04,1
514,342,28.899,1.44495,34.6788,2.02293,74.84841,2.60091,31.21092,15.60546,202.87098,2.31192,30.05496,5.1093432,245.2484736,22,12,5,3,80,740.9125436,16.416,1149.12,1
515,325,27.4625,1.373125,32.955,1.922375,71.127875,2.471625,29.6595,14.82975,192.78675,2.197,28.561,4.85537,233.05776,22,12,5,3,80,710.147885,15.6,1092,1
516,324,27.378,1.3689,32.8536,1.91646,70.90902,2.46402,29.56824,14.78412,192.19356,2.19024,28.47312,4.8404304,232.3406592,22,12,5,3,80,708.3381992,15.552,1088.64,1
517,329,27.8005,1.390025,33.3606,1.946035,72.003295,2.502045,30.02454,15.01227,195.15951,2.22404,28.91252,4.9151284,235.9261632,22,12,5,3,80,717.3866282,15.792,1105.44,1
518,338,28.561,1.42805,34.2732,1.99927,73.97299,2.57049,30.84588,15.42294,200.49822,2.28488,29.70344,5.0495848,242.3800704,22,12,5,3,80,733.6738004,16.224,1135.68,1
519,344,29.068,1.4534,34.8816,2.03476,75.28612,2.61612,31.39344,15.69672,204.05736,2.32544,30.23072,5.1392224,246.6826752,22,12,5,3,80,744.5319152,16.512,1155.84,1
520,348,29.406,1.4703,35.2872,2.05842,76.16154,2.64654,31.75848,15.87924,206.43012,2.35248,30.58224,5.1989808,249.5510784,22,12,5,3,80,751.7706584,16.704,1169.28,1
521,350,29.575,1.47875,35.49,2.07025,76.59925,2.66175,31.941,15.9705,207.6165,2.366,30.758,5.22886,250.98528,22,12,5,3,80,755.39003,16.8,1176,1
522,358,30.251,1.51255,36.3012,2.11757,78.35009,2.72259,32.67108,16.33554,212.36202,2.42008,31.46104,5.3483768,256.7220864,22,12,5,3,80,769.8675164,17.184,1202.88,1
523,354,29.913,1.49565,35.8956,2.09391,77.47467,2.69217,32.30604,16.15302,209.98926,2.39304,31.10952,5.2886184,253.8536832,22,12,5,3,80,762.6287732,16.992,1189.44,1
524,356,30.082,1.5041,36.0984,2.10574,77.91238,2.70738,32.48856,16.24428,211.17564,2.40656,31.28528,5.3184976,255.2878848,22,12,5,3,80,766.2481448,17.088,1196.16,1
525,358,30.251,1.51255,36.3012,2.11757,78.35009,2.72259,32.67108,16.33554,212.36202,2.42008,31.46104,5.3483768,256.7220864,22,12,5,3,80,769.8675164,17.184,1202.88,1
526,347,29.3215,1.466075,35.1858,2.052505,75.942685,2.638935,31.66722,15.83361,205.83693,2.34572,30.49436,5.1840412,248.8339776,22,12,5,3,80,749.9609726,16.656,1165.92,1
527,352,29.744,1.4872,35.6928,2.08208,77.03696,2.67696,32.12352,16.06176,208.80288,2.37952,30.93376,5.2587392,252.4194816,22,12,5,3,80,759.0094016,16.896,1182.72,1
528,353,29.8285,1.491425,35.7942,2.087995,77.255815,2.684565,32.21478,16.10739,209.39607,2.38628,31.02164,5.2736788,253.1365824,22,12,5,3,80,760.8190874,16.944,1186.08,1
529,360,30.42,1.521,36.504,2.1294,78.7878,2.7378,32.8536,16.4268,213.5484,2.4336,31.6368,5.378256,258.156288,22,12,5,3,80,773.486888,17.28,1209.6,1
530,368,31.096,1.5548,37.3152,2.17672,80.53864,2.79864,33.58368,16.79184,218.29392,2.48768,32.33984,5.4977728,263.8930944,22,12,5,3,80,787.9643744,17.664,1236.48,1
531,368,31.096,1.5548,37.3152,2.17672,80.53864,2.79864,33.58368,16.79184,218.29392,2.48768,32.33984,5.4977728,263.8930944,22,12,5,3,80,787.9643744,17.664,1236.48,1
532,364,30.758,1.5379,36.9096,2.15306,79.66322,2.76822,33.21864,16.60932,215.92116,2.46064,31.98832,5.4380144,261.0246912,22,12,5,3,80,780.7256312,17.472,1223.04,1
533,367,31.0115,1.550575,37.2138,2.170805,80.319785,2.791035,33.49242,16.74621,217.70073,2.48092,32.25196,5.4828332,263.1759936,22,12,5,3,80,786.1546886,17.616,1233.12,1
534,370,31.265,1.56325,37.518,2.18855,80.97635,2.81385,33.7662,16.8831,219.4803,2.5012,32.5156,5.527652,265.327296,22,12,5,3,80,791.583746,17.76,1243.2,1
535,372,31.434,1.5717,37.7208,2.20038,81.41406,2.82906,33.94872,16.97436,220.66668,2.51472,32.69136,5.5575312,266.7614976,22,12,5,3,80,795.2031176,17.856,1249.92,1
536,374,31.603,1.58015,37.9236,2.21221,81.85177,2.84427,34.13124,17.06562,221.85306,2.52824,32.86712,5.5874104,268.1956992,22,12,5,3,80,798.8224892,17.952,1256.64,1
537,376,31.772,1.5886,38.1264,2.22404,82.28948,2.85948,34.31376,17.15688,223.03944,2.54176,33.04288,5.6172896,269.6299008,22,12,5,3,80,802.4418608,18.048,1263.36,1
538,378,31.941,1.59705,38.3292,2.23587,82.72719,2.87469,34.49628,17.24814,224.22582,2.55528,33.21864,5.6471688,271.0641024,22,12,5,3,80,806.0612324,18.144,1270.08,1
539,380,32.11,1.6055,38.532,2.2477,83.1649,2.8899,34.6788,17.3394,225.4122,2.5688,33.3944,5.677048,272.498304,22,12,5,3,80,809.680604,18.24,1276.8,1
540,382,32.279,1.61395,38.7348,2.25953,83.60261,2.90511,34.86132,17.43066,226.59858,2.58232,33.57016,5.7069272,273.9325056,22,12,5,3,80,813.2999756,18.336,1283.52,1
541,387,32.7015,1.635075,39.2418,2.289105,84.696885,2.943135,35.31762,17.65881,229.56453,2.61612,34.00956,5.7816252,277.5180096,22,12,5,3,80,822.3484046,18.576,1300.32,1
542,389,32.8705,1.643525,39.4446,2.300935,85.134595,2.958345,35.50014,17.75007,230.75091,2.62964,34.18532,5.8115044,278.9522112,22,12,5,3,80,825.9677762,18.672,1307.04,1
543,382,32.279,1.61395,38.7348,2.25953,83.60261,2.90511,34.86132,17.43066,226.59858,2.58232,33.57016,5.7069272,273.9325056,22,12,5,3,80,813.2999756,18.336,1283.52,1
544,385,32.5325,1.626625,39.039,2.277275,84.259175,2.927925,35.1351,17.56755,228.37815,2.6026,33.8338,5.751746,276.083808,22,12,5,3,80,818.729033,18.48,1293.6,1
545,390,32.955,1.64775,39.546,2.30685,85.35345,2.96595,35.5914,17.7957,231.3441,2.6364,34.2732,5.826444,279.669312,22,12,5,3,80,827.777462,18.72,1310.4,1
546,392,33.124,1.6562,39.7488,2.31868,85.79116,2.98116,35.77392,17.88696,232.53048,2.64992,34.44896,5.8563232,281.1035136,22,12,5,3,80,831.3968336,18.816,1317.12,1
547,394,33.293,1.66465,39.9516,2.33051,86.22887,2.99637,35.95644,17.97822,233.71686,2.66344,34.62472,5.8862024,282.5377152,22,12,5,3,80,835.0162052,18.912,1323.84,1
548,396,33.462,1.6731,40.1544,2.34234,86.66658,3.01158,36.13896,18.06948,234.90324,2.67696,34.80048,5.9160816,283.9719168,22,12,5,3,80,838.6355768,19.008,1330.56,1
549,398,33.631,1.68155,40.3572,2.35417,87.10429,3.02679,36.32148,18.16074,236.08962,2.69048,34.97624,5.9459608,285.4061184,22,12,5,3,80,842.2549484,19.104,1337.28,1
550,397,33.5465,1.677325,40.2558,2.348255,86.885435,3.019185,36.23022,18.11511,235.49643,2.68372,34.88836,5.9310212,284.6890176,22,12,5,3,80,840.4452626,19.056,1333.92,1
551,395,33.3775,1.668875,40.053,2.336425,86.447725,3.003975,36.0477,18.02385,234.31005,2.6702,34.7126,5.901142,283.254816,22,12,5,3,80,836.825891,18.96,1327.2,1
552,393,33.2085,1.660425,39.8502,2.324595,86.010015,2.988765,35.86518,17.93259,233.12367,2.65668,34.53684,5.8712628,281.8206144,22,12,5,3,80,833.2065194,18.864,1320.48,1
553,391,33.0395,1.651975,39.6474,2.312765,85.572305,2.973555,35.68266,17.84133,231.93729,2.64316,34.36108,5.8413836,280.3864128,22,12,5,3,80,829.5871478,18.768,1313.76,1
554,280,280.1002,14.336,3.15392,82.00192,0.2523136,9.0832896,0.86016,19.78368,5.7344,45.8752,1.29024,15.48288,2.1504,101.0688,15.15,8.36,4.12,3,71.45,375.3757696,6.44,1
555,300,300.1002,15.36,3.3792,87.8592,0.270336,9.732096,0.9216,21.1968,6.144,49.152,1.8432,22.1184,2.304,108.288,15.15,8.36,4.12,3,71.45,400.426496,4.5,1
556,262.3,262.4002,13.42976,2.9545472,76.8182272,0.236363776,8.509095936,0.8057856,18.5330688,5.371904,42.975232,1.2086784,14.5041408,2.014464,94.679808,15.15,8.36,4.12,3,71.45,358.0995727,6.0329,1
557,253.45,253.5502,12.97664,2.8548608,74.2263808,0.228388864,8.221999104,0.7785984,17.9077632,5.190656,41.525248,1.5571968,18.6863616,1.946496,91.485312,15.15,8.36,4.12,3,71.45,354.1330647,3.80175,1
558,273.68,273.7802,14.012416,3.08273152,80.15101952,0.246618522,8.878266778,0.84074496,19.33713408,5.6049664,44.8397312,1.26111744,15.13340928,2.1018624,98.7875328,15.15,8.36,4.12,3,71.45,369.2070937,6.29464,1
